# spec/vocabulary-sources.tsv — machine-readable half of spec/syntax-style.md
#
# One row per registered OPTION KEY, per POSITIONAL value shape, and per
# KEYWORD spelling. Tab-separated; lines beginning with "#" are comments;
# the first non-comment line is the header row.
#
# Every `shape` and `accepted_syntax` value below was derived by RUNNING the
# reference parser (editor/figdown.html @ 0.1), not from prose. Where
# a genre document or core.md disagrees with the parser, the row records the
# PARSER and the disagreement is listed in syntax-style.md §10.
#
# THE `source` COLUMN WAS RE-DERIVED. Every attribution
# below was checked against the PRIMARY source — the standard's own grammar,
# schema or reference text — and the row records the quote or the negative.
# The previous revision was wrong in BOTH directions: it marked ~87 of ~124
# rows `FigDown` including `node`, `edge`, `group`, `shape`, `style`, `title`,
# `table`, `cell`, `bitfield` and `gap`, all of which ARE borrowed; and it
# attributed `numbering` and `src`/`dst` to IETF, which no IETF document
# supports. Rows whose attribution moved carry `ATTRIBUTION CORRECTED
# 0.1` in `exception_reason`; rows where the rename moved AWAY from an
# attested spelling say so in capitals (there are exactly two: `plane` and
# `field.conditional`).
#
# COLUMNS
#   key               row id WITHIN its `kind`; the table's primary key is the
#                     pair (kind, key). FIVE spellings appear once as an option
#                     and once as a keyword — `class` `gap` `layer` `routing`
#                     `width` — which is a fact about the language, not a
#                     duplicate row. `layer` is retired in both namespaces and
#                     `routing` is WITHDRAWN in both (`EDGE-GEOMETRY-CONSTRUCTS`); both
#                     still occupy two rows apiece, for the same reason every
#                     other retired spelling does — the engine owes each
#                     registration its own named diagnostic.
#                     Option keys use the bare spelling; a key
#                     that carries two value shapes or two registration kinds
#                     is split as `<key>.<directive>`. Positionals use
#                     `<directive>.<slot>`. Keywords use the bare keyword
#                     (`|` is spelled `pipe`).
#                     A RETIRED spelling keeps its own row, so the table is
#                     also the retirement registry: `layer` appears once as a
#                     retired keyword and once as a retired option key, which
#                     is the same fact about the language that the live
#                     `plane`/`plane=` pair records.
#                     A WITHDRAWN spelling keeps its row too, and 0.1
#                     (`EDGE-GEOMETRY-CONSTRUCTS`) is the first case: `path` and `routing` and the
#                     option keys `points=` `tailport=` `headport=` `routing=`
#                     were removed from the language rather than renamed, so
#                     their rows carry status `retired` with NO successor to
#                     point at — the one thing that distinguishes a withdrawal
#                     from every other retirement in this table.
#                     Deleting them was considered and REJECTED, and the reason
#                     is worth having on the record: three of the rows here
#                     (`word`, `pin`, and `via`/`src`/`dst`) cite the withdrawn
#                     attributions as standing precedent, core §10 keeps all six
#                     REGISTERED as retired diagnostics because a registration
#                     counts whether or not it has a live acceptor, and the
#                     engine still owes each one a named diagnostic. A table
#                     that is the retirement registry cannot drop the entries
#                     that make it one. The COUNTS below therefore count LIVE
#                     registrations only, exactly as they did before — a
#                     withdrawn row is present and uncounted, like every retired
#                     row beside it.
#   kind              option | positional | keyword | mark
#                     `mark` entered the table. syntax-style.md
#                     §11 promises this file is "the machine-readable half of
#                     the punctuation scheme", and until then that promise held
#                     for KEYS and VALUE SHAPES only: §1 is about MARKS, and
#                     `#` `;` `"` `\` `,` `( )` `[ ]` `..` `^^` `||` had no
#                     rows at all. A mark row's `key` is the mark's NAME (the
#                     characters themselves are not safe TSV primary keys), its
#                     `source_spelling` is the literal mark, and its
#                     `accepted_syntax` states the mark's ROLE and where it is
#                     ordinary text. Marks are not counted in the option-key or
#                     keyword totals below — they are a fourth namespace, not
#                     more members of the first three.
#   source            the standard the SPELLING is borrowed from:
#                     SVG CSS DOT IETF ISO GFM multimd Mermaid D2 WaveDrom
#                     HTML C ECharts Grafana Highcharts FigDown
#                     (`Mermaid D2 WaveDrom HTML C` extend the enum named in
#                     the style-guide brief; see syntax-style.md §4.1 — the
#                     genre docs cite all five and none is expressible as one
#                     of the eight. `ECharts` was added for the
#                     two chart rows: no member of the older enum has any
#                     charting primitive at all, and recording the chart
#                     vocabulary as coined would have been false.
#                     `Grafana` and `Highcharts` were added for
#                     the two scalar-marker rows: no member of the older enum
#                     has a threshold or a value-band primitive at all, and
#                     both were recorded as coined, which was false in both
#                     cases. FigDown = coined by this project.)
#                     Two VALUE SETS come from standards outside the enum and
#                     are recorded in `conflicts` rather than in `source`,
#                     because the KEY they sit under is coined here:
#                     `numbering=lsb0|msb0` is Accellera SystemRDL 2.0's, and
#                     `type=bar3d` is matplotlib's exact spelling.
#                     `ISO` entered the table (`FLOWCHART-ROLE-KEYWORDS`) with three
#                     rows: the flowchart role keywords `process`, `decision`
#                     and `terminator`, taken whole from ISO 5807. Until then
#                     no ISO vocabulary was borrowed, because `shape=` is
#                     purely geometric (`SHAPE-ENUM-VOCABULARY`/`EXTERNAL-EDGE-ENDPOINTS`) and the role vocabulary had
#                     not been designed. ISO 5807's symbol vocabulary is
#                     Process, Decision, Predefined process, Manual operation,
#                     Preparation, Parallel mode, Loop limit, Data, Stored
#                     data, Manual input, Document, Line, Control transfer,
#                     Communication link and Dashed line, plus Terminator
#                     (§9.4.2) — SIXTEEN names, twelve of them stage symbols
#                     and four line symbols. FigDown borrows THREE stage roles
#                     plus `flowline` for the Line, and records the rest as
#                     excluded with measured evidence (genres/flowchart.md
#                     §Roles, *What is excluded*): the two-word names fail
#                     `GENRE-DOCUMENT-CONTRACT` §6(a), and the media symbols have no corpus demand.
#                     The symbol-by-symbol COVERAGE view (spelled / partial /
#                     gap, with the measurement that would close each gap) is
#                     the project’s working record, added 0.2 (`BARE-NODE-MEANING`).
#                     THE LIST IS THIS REPOSITORY'S RECORD, NOT A READING of
#                     the standard: it contains no Connector, no Comment and
#                     no Ellipsis row, and whether ISO 5807 defines them is
#                     UNKNOWN rather than no.
#                     ONE VERIFICATION IS OPEN: ISO 5807 §9.4.2 was not
#                     available (paywall; pp. 1-8 of 25 only), so the spelling
#                     `terminator` rests on draw.io, Visio and secondary
#                     sourcing, against ANSI X3.5-1970 and Mermaid which say
#                     `Terminal`. `Z-ORDER-KEY-NAMING` decides it once the clause is read.
#   source_spelling   how that standard spells it (`-` when coined here)
#   shape             point | point-list | scalar-px | scalar-percent |
#                     scalar-int | scalar-number | enum | enum-or-point |
#                     colour | range | id-ref | id-ref-list | string |
#                     string-list | flag | none | mark
#                     (`mark` is the shape of every `kind=mark` row and of no
#                     other row: a mark has a ROLE, not a value grammar.)
#                     (`scalar-number` and `enum-or-point` extend the enum
#                     named in the brief; see syntax-style.md §11.)
#   accepted_syntax   what the parser accepts, as a regex or literal set
#   status            normative | experimental | retired
#                     (`scheduled-rename` was a fourth value until this release;
#                     every row that carried it has now either been renamed or
#                     ruled to keep its spelling, so the value is gone and no
#                     row may reintroduce it — a scheduled rename is a rename
#                     that has not happened, which is exactly the state this
#                     table exists to make impossible to leave lying around)
#   conflicts         a foreign standard that spells this differently or
#                     means something else by it; `-` if none known
#   exception_reason  NON-EMPTY only where the row breaks a rule stated in
#                     syntax-style.md; names the rule and the release
key	kind	source	source_spelling	shape	accepted_syntax	status	conflicts	exception_reason
plane.id	positional	FigDown	-	id-ref	ID_RE, REQUIRED. Spelled `layer` until this release (`PLANE-KEYWORD-SPELLING`).	experimental	-	§2.4, 0.1
routing.mode	positional	FigDown	-	enum	no acceptor; named diagnostic. Was `orthogonal|straight` on the `routing` line; WITHDRAWN (`EDGE-GEOMETRY-CONSTRUCTS`).	retired	-	The two-value set IS the stable prior-art intersection — "these two names, and only these two, appear in recognisable form in all four" surveyed systems — so a future design that stops at two is not designing without prior art. What was missing was evidence and implementation, not shape. WITHDRAWN, not renamed, (`EDGE-GEOMETRY-CONSTRUCTS`): the diagnostic names NO replacement spelling, because there is none. The correct action is to DELETE the line, and deleting it changes the rendered output (the edge falls back to auto layout), which is why tools/migrate-figdown.js REPORTS these lines and does not rewrite them. Evidence: decisions/registry.md (216 graded claims, 77% quoted); decision: spec/migrations.md 0.1; the requirement it served: spec/core.md §9 `EDGE-IDENTITY-AND-GEOMETRY`. The row is KEPT — the same convention `via`/`src`/`dst`/`size`/`boundary` sit under — because the diagnostic is live and the source attribution is the evidence other rows cite.
path.a	positional	FigDown	-	id-ref	no acceptor; the directive was WITHDRAWN (`EDGE-GEOMETRY-CONSTRUCTS`).	retired	-	One of the three positionals by which `path` RESTATED an edge in order to refer to it. That mechanism is the reason the family could not grow: it cannot address parallel edges, cannot carry more than one attachment per edge, and leaves `ANNOTATION-LOCATOR-SPLIT`'s locator grammar nothing to point at. Graphviz uses the same restate-to-refer mechanism and makes it sound only by forbidding multi-edges GRAPH-WIDE (its `strict` graph) — a commitment FigDown never made. WITHDRAWN, not renamed, (`EDGE-GEOMETRY-CONSTRUCTS`): the diagnostic names NO replacement spelling, because there is none. The correct action is to DELETE the line, and deleting it changes the rendered output (the edge falls back to auto layout), which is why tools/migrate-figdown.js REPORTS these lines and does not rewrite them. Evidence: decisions/registry.md (216 graded claims, 77% quoted); decision: spec/migrations.md 0.1; the requirement it served: spec/core.md §9 `EDGE-IDENTITY-AND-GEOMETRY`. The row is KEPT — the same convention `via`/`src`/`dst`/`size`/`boundary` sit under — because the diagnostic is live and the source attribution is the evidence other rows cite.
path.op	positional	D2	-	enum	no acceptor; was `-> | <- | -- | <->`, matched AS WRITTEN; WITHDRAWN (`EDGE-GEOMETRY-CONSTRUCTS`).	retired	-	See `path.a`. WITHDRAWN, not renamed, (`EDGE-GEOMETRY-CONSTRUCTS`): the diagnostic names NO replacement spelling, because there is none. The correct action is to DELETE the line, and deleting it changes the rendered output (the edge falls back to auto layout), which is why tools/migrate-figdown.js REPORTS these lines and does not rewrite them. Evidence: decisions/registry.md (216 graded claims, 77% quoted); decision: spec/migrations.md 0.1; the requirement it served: spec/core.md §9 `EDGE-IDENTITY-AND-GEOMETRY`. The row is KEPT — the same convention `via`/`src`/`dst`/`size`/`boundary` sit under — because the diagnostic is live and the source attribution is the evidence other rows cite.
path.b	positional	FigDown	-	id-ref	no acceptor; the directive was WITHDRAWN (`EDGE-GEOMETRY-CONSTRUCTS`).	retired	-	See `path.a`. WITHDRAWN, not renamed, (`EDGE-GEOMETRY-CONSTRUCTS`): the diagnostic names NO replacement spelling, because there is none. The correct action is to DELETE the line, and deleting it changes the rendered output (the edge falls back to auto layout), which is why tools/migrate-figdown.js REPORTS these lines and does not rewrite them. Evidence: decisions/registry.md (216 graded claims, 77% quoted); decision: spec/migrations.md 0.1; the requirement it served: spec/core.md §9 `EDGE-IDENTITY-AND-GEOMETRY`. The row is KEPT — the same convention `via`/`src`/`dst`/`size`/`boundary` sit under — because the diagnostic is live and the source attribution is the evidence other rows cite.
plane.label	positional	FigDown	-	string	quoted; tri-state	experimental	-	-
flow.direction	positional	FigDown	-	enum	right | down | left | up, BARE — `flow "down"` is a line error (RULE 2.4, `RULE-POSITION-ENUMERATION`) (figdown.html:1065)	normative	-	-
rank.ids	positional	FigDown	-	id-ref-list	`a,b,c` — ONE whitespace-free comma token, >= 2 bare ids. Space form RETIRED 0.1 (`POSITIONAL-LIST-SPELLING`); a quoted element is a line error (`QUOTED-IDS`); the rest of the line is reserved for future options.	normative	-	-
bundle.id	positional	FigDown	-	id-ref	ID_RE, REQUIRED	experimental	-	§2.4, 0.1
bundle.label	positional	FigDown	-	string	quoted; quotedness read from posq so an option may precede it (`OPTION-POSITION-PARSING`)	experimental	-	-
bundle.members	positional	FigDown	-	id-ref-list	`a--b,c--d` — ONE whitespace-free comma token. Space form RETIRED 0.1 (`POSITIONAL-LIST-SPELLING`); `--` inside an id rejected 0.1 (`LINK-OPERATOR-IN-IDS`), so a member SPLITS on `--` into exactly two bare ids.	experimental	-	-
threshold.label	positional	FigDown	-	string	quoted, REQUIRED and must be the first positional. Row key was `guide.label` until this release (`THRESHOLD-KEYWORD-SPELLING`).	experimental	-	-
band.label	positional	FigDown	-	string	quoted, REQUIRED and must be the first positional — added (`BAND-LABEL-STATUS`). Before it, `band` had NO label slot at all, so with `fill=` discarded (§5/`PRESENTATION-AS-MEANING-CARRIER`) a band asserted nothing whatsoever.	experimental	-	-
band.range	positional	ISO	..	range	\d+(\.\d+)?% or <a>..<b>% — the `%` is MANDATORY, same as `threshold offset=`. (`BAND-LABEL-STATUS`) it is the SECOND positional: the mandatory quoted label comes first. THE SEPARATOR IS `..` (`RANGE-SPELLING`); the hyphen form `<a>-<b>%` is a line error with a named diagnostic.	experimental	The hyphen was rejected because between two numbers it READS AS SUBTRACTION, and it was the language's second range spelling; `~` was rejected on three grounds — in English it means APPROXIMATELY, in C/C++/Java/JS it is BITWISE NOT, and it is a range separator in no programming language and no standard (only a CJK typographic convention). `..` is Ada's (ISO/IEC 8652 `1 .. 10`) and Pascal's (ISO 7185 `array [1..10]`), both INCLUSIVE, and X.680's `SIZE(1..4)` is already cited by the bitfield genre.	§4.4: `%` made mandatory 0.1 | §4.8 (`RANGE-SPELLING`): ONE range grammar language-wide
pin.id	positional	FigDown	-	id-ref	ID_RE; resolves against the node/group/boundary/block namespace	normative	-	§2.4, 0.1
layout.none	positional	FigDown	-	none	bare keyword; any argument is a line error (figdown.html:1276)	normative	-	-
bitfield.id	positional	FigDown	-	id-ref	ID_RE, REQUIRED	normative	-	§2.4, 0.1
bitfield.label	positional	FigDown	-	string	QUOTED and enforced (`RULE-POSITION-ENUMERATION`); a bare label parsed until then. Tri-state	normative	-	-
table.id	positional	FigDown	-	id-ref	ID_RE, REQUIRED	normative	-	§2.4, 0.1
table.label	positional	FigDown	-	string	QUOTED and enforced (`RULE-POSITION-ENUMERATION`); a bare label parsed until then. Tri-state	normative	-	-
timing.id	positional	FigDown	-	id-ref	ID_RE, REQUIRED	experimental	-	§2.4, 0.1 | spelled `wave.id` until this release (`TIMING-GENRE-NAMING`)
timing.label	positional	FigDown	-	string	QUOTED and enforced (`RULE-POSITION-ENUMERATION`); a bare label parsed until then. Tri-state	experimental	-	spelled `wave.label` until this release (`TIMING-GENRE-NAMING`)
chart.table	positional	FigDown	-	id-ref	ID_RE; must name a `table` in the same document (figdown.html:1474). Spelled `plot` until this release (`CHART-BLOCK-NAMING`).	experimental	-	-
field.name	positional	FigDown	-	string	classic form: ONE token, and it is QUOTED — a whitespace-delimited string position takes mandatory quotes (`QUOTING-RULES`).	normative	-	-
field.width	positional	FigDown	-	scalar-int	\d+ >= 1, or `*` (row remainder, at most one per block); quoting either is INERT (RULE 2.3b; `*` is a DECLARED EXCEPTION, §8.6) (figdown.html:768)	normative	-	-
field.conditional	positional	FigDown	-	flag	no acceptor; named diagnostic -> `present="<condition>"` (0.1 reverted it to `optional`; 0.1 retired that too, `PRESENCE-CONDITION-EXPRESSION`)	retired	COINED, and the coinage was the defect. `conditional` has ZERO attestation as a wire-format field marker — checked against RFC 2784, ASN.1 X.680, draft-mcquistin-augmented-ascii-diagrams, SystemRDL, IP-XACT, Kaitai Struct (whose key is `if:`) and protobuf. The spelling it replaced was the attested one: RFC 2784's own packet diagram writes `Checksum (optional)` / `Reserved1 (Optional)`, X.680 has `OPTIONAL` and `PresenceConstraint ::= PRESENT | ABSENT | OPTIONAL`, and protobuf proto2 has `optional`.	REVERTED 0.1 (`PRESENCE-FLAG-SPELLING`). The 0.1 rename moved AWAY from an attested spelling, which is the opposite of `SIZE-AND-DIRECTION-KEY-NAMING`, and the measurement confirmed the cost: "optional" appears in 34 downstream field LABELS and "conditional" in 0, so authors were re-adding the word the keyword had stopped saying. If the RFC 2119 register ever does collide in a real figure, the attested alternative that keeps a source is `present` (RFC 2784 "present only if", X.680 PRESENT, IP-XACT isPresent) — not `conditional`. | 0.1 (`PRESENCE-CONDITION-EXPRESSION`): the alternative this row already named — `present` — is now the live spelling, so the two-hop diagnostic was collapsed into one that names `present=` directly.
field.optional	positional	IETF	optional	flag	no acceptor; named diagnostic -> `present="<condition>"` (`PRESENCE-CONDITION-EXPRESSION`)	retired	RFC 2119: "This word, or the adjective OPTIONAL, mean that an item is truly optional" — optional to IMPLEMENT, which is a PROSE-REQUIREMENTS register, not the diagram register a field label uses. The two do not collide in practice (RFC 791 Options, TCP Options, GRE Checksum all read the diagram way); genres/bitfield.md records the note so it is not "corrected" again.	RETIRED 0.1 (`PRESENCE-CONDITION-EXPRESSION`). The spelling was fine; the SHAPE was not. A bare flag can say only THAT a field is conditional, and every RFC that draws one also states WHY ("present only if the C bit is set"), so the condition had nowhere to live but `note=` — invisible to the human and, under `BITFIELD-CONDITIONAL-OFFSETS`, prose the model may not read. `present=` keeps a source AND carries the condition.
present	option	ASN.1/IP-XACT	PRESENT / isPresent	string	a QUOTED string, syntactically MANDATORY — there is no bare form. Tri-state: key absent = no presence claim; `present=""` = conditional, condition NOT stated; `present="C = 1"` = conditional, condition stated. Acceptor: `field` only (classic AND compact; LINE-wide on the compact form). 0.1 (`PRESENCE-CONDITION-EXPRESSION`).	normative	FOUR attestations: ASN.1 X.680 `PresenceConstraint ::= PRESENT | ABSENT | OPTIONAL`; IP-XACT/IEEE 1685 `isPresent`; SystemRDL `ispresent`; RFC 2784 "present only if" and draft-mcquistin-augmented-ascii-diagrams "present only when". `condition`/`conditional` was NOT taken: it has the same zero attestation `PRESENCE-FLAG-SPELLING` retired `conditional` for one release earlier.	THE VALUE IS OPAQUE AUTHORED PROSE — deliberately NOT an expression grammar. IEEE 1685-2022 DELETED `isPresent`, an expression-valued presence element with a working grammar and a large tool ecosystem, because it was too complex; and FigDown has no reference grammar anywhere (`class=`/`in=` reference declared IDs, while a bitfield field NAME is a label, not an id — `ANNOTATION-LOCATOR-SPLIT`). §12.7 forbids parsing it, evaluating it, or resolving any name inside it. It DRAWS (`DOMAIN-CONVENTION-DIRECTIVES`): dashed cell for both written forms, plus a derived caption under the block when a condition is stated.
index	option	IEEE	index	range	`<first>..<last>` — ONE ".." separator, EXACTLY two dots (a longer dot run is a line error), both ends present. `<first>` is ALWAYS a literal integer (\d+); `<last>` is a literal integer (DETERMINATE run, count = |last-first|+1) or an opaque prose token (indeterminate). `index=""` is the empty form: repeats, no index stated. Key absent = no repetition claim. Quotes are INERT (RULE 2.3) — determinacy is decided by PARSING BOTH ENDS, never by quoting, which is normative because `index="0..7 step 2"` (`INDEX-RANGE-STEP`) rests on it. Acceptor: `field`, CLASSIC form only (the compact form is a line error naming the classic one). Whitespace around ".." is not significant (Ada writes `1 .. 10`), reachable in the QUOTED form only because an unquoted value is one whitespace-free token; NORMATIVE in core §12.2 and genres/bitfield.md, and pinned by golden 420. Each LITERAL end is at most 9007199254740991 — core §12.5 binds a number to an ECMAScript double, so a larger one would be recorded rounded (line error). 0.1 (`BITFIELD-REPETITION-CONSTRUCT`).	normative	VERIFIED IN THE ACCELLERA-PUBLISHED SCHEMAS, cited by FILE AND VERSION rather than by clause number because the IEEE text is paywalled and only the schemas were read: IEEE 1685-2022 (IP-XACT) commonStructures.xsd:970 global <xs:element name="index"> "An index into an object in the referenced view"; :982 and :821 <xs:element name="indices" type="ipxact:indicesType"/>, a sequence of ipxact:index; :273-290 indices on accessHandle, "For a multi dimensional IP-XACT object, indices can be specified to select the element ... and follows C-semantics for indexing" => 0-BASED, which fixes the canonical form; ipxact:indices is referenced by fieldRef, registerRef, registerFileRef, addressBlockRef and partSelect. The COUNT is spelled separately as ipxact:dim with dim/@indexVar, so the standard has this exact construct and calls the ordinal the INDEX. `subscript` appears ZERO times in the schema set. REJECTED: `occurs` — COBOL's OCCURS 1 TO 50 TIMES is a range OF COUNTS, so occurs=0..7 misreads as "up to 7 occurrences"; reopens only if the value returns to a pure count. `subscript` — ISO 1989 defines it as "a positive integer", 1-based, so subscript=0 asserts what its source excludes, and the same standard defines INDEX as the displacement, so the two cannot be separated; COBOL has ZERO rows in this table, so it would open a new source for one key against RULE 4.1's last-resort bar; its only in-tree occurrences are typographic (ONE VERIFICATION IS OPEN, same treatment as the `terminator` row: the ruling states FOUR such occurrences, and re-deriving the count in this repository found the word zero times and no typographic subscript character, so the figure spans the wider corpus and is recorded unverified; the three grounds above each disqualify the spelling on their own). `indices` — attested, but it means one index PER DIMENSION of a multi-dimensional array, not a range in one dimension, and it would be the language's first plural key. `dim` / `entries` / `elements` / `occurrence` — all flip the value to a COUNT.	RULE 4.7 filed as core.md §9 `INDEX-KEY-NAMESPACE-CONTENTION`: the spelling is now spent in `bitfield`'s namespace, so `ROW-INDEX-GUTTER`'s per-row gutter may not reuse it. 4.7 is a tie-breaker and it LOST to RULE 4.1 (single-sourced, attested, verified), which 4.7's own text says converts it to a filing rather than a veto. REOPEN: the offset or typographic misreading is measured to fire in a real figure; IEEE 1685 withdraws or renames index/indices (not hypothetical — 1685-2022 DELETED isPresent, as the `present` row records); or v0.2 produces an index gutter that is demonstrably not an address (`ANNOTATION-FAMILY-SEQUENCING`'s gutter evidence is 100% addresses and `address` is registered nowhere — zero rows here as a spelling; the one row whose id contains the word, `cell.address`, is a positional SLOT id, not a key).
field.compact	positional	C	bit-field	string-list	`<name>:<width>(<name>:<width>)*` — ONE whitespace-free comma token (`COMMA-LIST-WHITESPACE`). An ELEMENT is bare unless it contains whitespace, a comma, a quote, a paren or `#`; redundant quotes are legal (`QUOTING-RULES`).	normative	-	-
break.none	positional	FigDown	-	none	bare keyword inside a `bitfield`; any argument is a line error. Spelled `wrap` until this release (`ROW-BREAK-NAMING`).	normative	-	-
cell.address	positional	FigDown	-	point	`(h?<r>,<c>)` — a PAREN POINT (`(h1,2)` header tier, `(3,4)` data cell); the bare comma pair was retired (RULE 1.1a). The single-valued row form `cell <r> highlight` is not a point and stays bare.	normative	-	-
cell.highlight	positional	HTML	mark	flag	the bare word `highlight`, and BARE is now enforced — `cell 1 "highlight"` is a line error (RULE 2.4 gained "bare keyword flag", `RULE-POSITION-ENUMERATION`). Data rows only (figdown.html:888-897)	normative	NO table markup standard has a row-highlight primitive: OOXML says `shading` (`<w:shd>`, scoped to cell/row/table) and keeps `<w:highlight>` for text RUNS only; ODF says `fo:background-color`; CSS's `highlight` pseudo-elements are status overlays on arbitrary ranges; GFM and HTML have nothing row-level.	JUSTIFIED COINAGE: the CONCEPT is borrowed from HTML `<mark>` — "a run of text in one document marked or highlighted for reference purposes, due to its relevance in another context" — which is a text-level element, so this is a concept borrow, not a row-level one. Recorded rather than left as a bare `source=FigDown`.
width.values	positional	FigDown	-	string-list	`auto,90,25%` — ONE whitespace-free comma token. Space form RETIRED 0.1 (`POSITIONAL-LIST-SPELLING`). Quoting an element is INERT (RULE 2.3b; `auto` is a DECLARED EXCEPTION, §8.6, — 2.3 had wrongly claimed these as string-typed). Element grammar: auto | <n> | <n>% — the `px` SUFFIX was rejected, so this shares ONE unit grammar with the `width=` option.	normative	-	-
signal.name	positional	WaveDrom	-	string	one token (figdown.html:904)	experimental	-	-
signal.lane	positional	WaveDrom	wave	string	[01pnx=.]+ — a CLOSED alphabet and a STRICT SUBSET of WaveDrom's; reserves `p` `n` `x` in the option-key namespace (`LANE-ALPHABET-KEY-RESERVATION`). `2`-`9` RETIRED 0.1 (`TIMING-LANE-ALPHABET`): WaveDrom means "value with color N" (= the `=` brick), FigDown drew the digit as the label.	experimental	WaveDrom defines `z u d h l P N H L |` and `2`-`9`, which FigDown REJECTS — reserved, never redefined	-0.1 (`TIMING-GENRE-NAMING`): this row is the reason the GENRE could not be spelled `wave`. In WaveJSON `wave` is the MEMBER KEY of exactly this positional — the lane activity string — and until this release the genre opener claimed the same spelling for a whole figure kind, so one source word was attributed to two different things in this table. The genre is now `timing` and `wave` is FREE for this lane, which is a precondition for the eventual `data=` fix (WaveJSON puts the lane string under `wave` and the labels under `data`).
gap.cycle	positional	WaveDrom	cycle	scalar-int	\d+ ; must be <= the longest lane (figdown.html:928, 1425-1430). Spelled `gap.tick` until this release.	experimental	`tick` was an ACTIVE mis-borrowing: in WaveDrom `tick` is the starting value for auto-numbered timeline labels, a different concept. No other standard names the time column at all — GTKWave says "primary marker"/"Marker Time" (a time VALUE, not an index).	WaveJSON: "Each character represent single cycle". The `|` gap column itself is unnamed in WaveDrom, so only the unit is borrowed.
pipe.row	positional	GFM	pipe table row	string-list	| cell | cell | — raw GFM cell text taken whole; the only escapes are `\|` and `\^^`; `\n` is NOT an escape here (figdown.html:580-631)	normative	-	-
pipe.delimiter	positional	GFM	delimiter row	enum	all segments match ^\s*:?-+:?\s*$ ; colons give per-column alignment. Called the `separator` row until this release.	normative	-	GFM's own term: "The delimiter row consists of cells whose only content are hyphens…". The rename also frees `separator` for the reserved `;` statement separator (RULE 1.3).
pipe.spans	positional	multimd	`||` / `^^`	enum	an empty raw segment = colspan-left; a cell that is exactly `^^` = rowspan-up (figdown.html:610-619). A WHITESPACE-ONLY segment is an ordinary empty cell, so the encoding is injective — and the colspan is therefore spelled by the ABSENCE of characters, which a padding formatter destroys: core §9 `COLSPAN-EMPTY-CELL-SPELLING`, filed 0.1. See the `colspan` and `rowspan` MARK rows.	normative	core GFM has no spans and renders both as literal/empty cells — which is why the mix costs the reader nothing	SECOND SOURCE, justified per syntax-style.md §4.1 (`TABLE-ROW-SYNTAX`, requirements-notes.md:4467-4481): GFM cannot express spans at all, and multimd is the adoption-weighted leader among MD span extensions
pipe.linebreak	positional	HTML	<br>	enum	`<br>` `<br/>` `<br />` case-insensitive -> U+000A; any other HTML is literal text (figdown.html:615)	normative	-	THIRD SOURCE, narrow: a deliberate partial alignment with GFM-in-practice (table.md:110-115), not a full HTML renderer
# ---------------------------------------------------------------- keyword spellings (22 top-level + 6 children + the `|` token; plus the retired rows). The 22 partition as 3 universal core (`figdown` `title` `layout`) + 1 in the LAYOUT NAMESPACE (`pin`, NORMATIVE — genre-independent under `LAYOUT-ZONE-NAMESPACE`; the zone's opener `layout` is counted with the universal core, not here) + 11 scene + 3 flowchart + 3 nested-genre openers + 1 `chart` = 22, which is the same partition core.md §10 sums as 3 + 1 + 11 + 3 + 3 + 1; the three reserved dynamic-profile words are outside the partition and outside the count. CORRECTED: this line read 21 and summed 3 + 1 + 11 + 3 + 3, dropping the `chart` term — the SAME registry omission core §10 records having fixed, which never reached this file, so every figure in the trace below was one low. The count read 22 while the flowchart trio was missing from it; 22+3 = 25; `ELEMENT-GEOMETRY-DIRECTIVE`'s merge of `size` into `pin` took it to 24; and `EDGE-GEOMETRY-CONSTRUCTS`'s WITHDRAWAL of `path` and `routing` takes it to 22 again — a different 22, arrived at from the other direction.
figdown	keyword	FigDown	-	none	the header; first significant line (figdown.html:697)	normative	-	-
title	keyword	Mermaid	title	none	single-valued per document	normative	HTML `<title>` is the DOCUMENT's name; SVG `<title>` is an accessibility label; MultiMarkdown has metadata `Title:`	ATTRIBUTION CORRECTED 0.1: was `FigDown`. Mermaid has a literal `title` keyword shared by xychart, quadrantChart, gantt, pie, packet, radar and architecture.
layout	keyword	DOT	layout	none	single-valued; opens the layout zone; spelled `render` until this release	normative	DOT's `layout=` selects the LAYOUT ENGINE ("Which layout engine to use"), not a geometry zone — same word, different object	ATTRIBUTION CORRECTED 0.1: was `FigDown`. LOOSE borrow: the spelling and the domain match, the object does not.
